"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad","Estado Resumen"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4257349","122-2023","709543227","CO1.BDOS.4160046","CONTRATO DE SUMINISTROS","El contratista se obliga al suministro del material médico quirúrgico   en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","03/13/2023","03/13/2023",,,,,"03/13/2023","$4,120,000","Contratación régimen especial","Regla aplicable","144","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51102710","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4162128","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6956284","701-2024","709543227","CO1.BDOS.6827153","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","10/04/2024","10/04/2024",,,,,"10/04/2024","$9,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6835976","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6695114","537-2024","709543227","CO1.BDOS.6568965","SUMINISTRO - BIOPLAST S.A.S","El contratista se obliga al suministro del material médico quirúrgico en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud","Presentación de oferta","08/20/2024","08/20/2024",,,,,"08/20/2024","$38,477,420","Contratación régimen especial","Regla aplicable","138","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.42142523","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6578274","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8845405","709-2025","709543227","CO1.BDOS.8687598","CONTRATO DE PRESTACION DE SERVICIOS","Prestar los servicios de preparación, logística y distribución de dietas terapéuticas a pacientes hospitalizados y en observación, acorde a la orden médica y necesidades de cada paciente. en las sedes de la Empresa Social del Estado Pasto Salud ESE que presten estos servicios","Presentación de oferta","09/03/2025","09/03/2025",,,,,"09/03/2025","$262,000,000","Contratación régimen especial","Regla aplicable","4","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85151607","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8711221","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9520658","099-2026","709543227","CO1.BDOS.9352011","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales en ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","01/02/2026","01/02/2026",,,,,"01/02/2026","$18,900,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Seleccionado","60","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9370144","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4835079","330-2023","709543227","CO1.BDOS.4728872","CONTRATO DE SUMINISTROS","El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","07/14/2023","07/14/2023",,,,,"07/14/2023","$5,314,400","Contratación régimen especial","Regla aplicable","77","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51161525","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4738589","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9219809","1094-2025","709543227","CO1.BDOS.9055349","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la atención primaria en salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","11/06/2025","11/06/2025",,,,,"11/06/2025","$6,300,000","Contratación régimen especial","Regla aplicable","57","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9079632","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6320286","333-2024","709543227","CO1.BDOS.6197738","PRESTACIÓN DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como psicólogo(a) para apoyar las actividades establecidas en el componente de Enfoque Diferencial, relacionadas con la ejecución de procesos de intervenciones colectivas que incorporen el enfoque diferencial y étnico en los grupos poblacionales vulnerables identificados en el entorno hogar/comunitario...","Presentación de oferta","05/30/2024","05/30/2024",,,,,"05/30/2024","$9,540,000","Contratación régimen especial","Regla aplicable","34","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6206250","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4559224","207-2023","709543227","CO1.BDOS.4456936","PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como Tecnólogo en promoción de la salud para apoyar las actividades establecidas en la problemática de Enfoque Diferencial, así mismo, apoyar las actividades del componente transversal, según anexo técnico de esta vigencia, para dar cumplimiento al Contrato Interadministrativo No.20231729.","Presentación de oferta","05/23/2023","05/23/2023",,,,,"05/23/2023","$15,982,160","Contratación régimen especial","Regla aplicable","225","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4460583","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9991834","0330-2026","709543227","CO1.BDOS.9823277","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO EN PROCESO DE FORMACION COMO AUXILIAR PROMOTOR DE SALUD con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comuni","Presentación de oferta","01/28/2026","01/28/2026",,,,,"01/28/2026","$2,000,000","Contratación régimen especial","Regla aplicable","30","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9849140","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5133315","372-2023","709543227","CO1.BDOS.5021005","CONTRATO DE SUMINISTROS","El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","10/05/2023","10/05/2023",,,,,"10/05/2023","$7,247,904","Contratación régimen especial","Regla aplicable","89","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51142001","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5031822","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6533593","492-2024","709543227","CO1.BDOS.6409241","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 1778 del 31 de octubre de 2023 conforme a las obligaciones descrit","Presentación de oferta","07/18/2024","07/18/2024",,,,,"07/18/2024","$4,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6419251","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9266509","1150-2025","709543227","CO1.BDOS.9100700","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","11/13/2025","11/13/2025",,,,,"11/13/2025","$6,300,000","Contratación régimen especial","Regla aplicable","52","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9126701","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9016486","950-2025","709543227","CO1.BDOS.8856404","CONTRATO DE PRESTACION DE SERVICIOS - CHRISTIAN ANDRES SALAZAR YANDAR","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo...","Presentación de oferta","10/02/2025","10/02/2025",,,,,"10/02/2025","$9,450,000","Contratación régimen especial","Regla aplicable","93","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8881495","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4537466","184-2023","709543227","CO1.BDOS.4436006","CONTRATO PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como ingeniero agroforestal para apoyar las actividades establecidas en la problemática de Crónicas - Nutrición según anexo técnico de esta vigencia, para dar cumplimiento al Contrato Interadministrativo No.20231729.","Presentación de oferta","05/17/2023","05/17/2023",,,,,"05/17/2023","$24,423,360","Contratación régimen especial","Regla aplicable","280","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4438717","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4711201","298-2023","709543227","CO1.BDOS.4606536","prestación de servicios","Prestación del servicio de análisis físico químico de las aguas residuales vertidas en la cajilla final de recolección de las sedes pertenecientes a la Empresa Social del Estado PASTO SALUD ESE.","Presentación de oferta","06/22/2023","06/22/2023",,,,,"06/22/2023","$70,892,040","Contratación régimen especial","Regla aplicable","60","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85121802","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4612626","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5598970","078-2024","709543227","CO1.BDOS.5481820","SUMINISTROS","El contratista se obliga al suministro de los medicamentos en las cantidades establecidas en el anexo 1.","Presentación de oferta","01/23/2024","01/23/2024",,,,,"01/23/2024","$23,540,000","Contratación régimen especial","Regla aplicable","160","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51101584","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5490689","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6391073","377-2024","709543227","CO1.BDOS.6267928","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales EN PSICOLOGIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 2016 del 29 de noviembre del 2023 y la resolución 1778 del 31 de octubre de","Presentación de oferta","06/17/2024","06/17/2024",,,,,"06/17/2024","$14,250,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6277609","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7774264","121-2025","709543227","CO1.BDOS.7638293","CONTRATO DE PRESTACION DE SERVICIOS-AMANDA ZORAIDA ANDRADE","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como psicólogo para apoyar las actividades contempladas en la problemática de Deficiente Resolutividad GDPE a desarrollarse en los territorios urbanos y rurales priorizados y/o concertados con la Secretaría de Salud y de acuerdo con el anexo técnico para la ejecución del Plan de Salud Pública de Intervenciones Colectivas correspondiente al primer trimestre de la vigencia 2025, asegurando la","Presentación de oferta","02/17/2025","02/17/2025",,,,,"02/17/2025","$6,480,000","Contratación régimen especial","Regla aplicable","46","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7653253","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8094135","249-2025","709543227","CO1.BDOS.7953760","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrategia de Atención","Presentación de oferta","04/08/2025","04/08/2025",,,,,"04/08/2025","$5,000,000","Contratación régimen especial","Regla aplicable","57","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7970810","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3303616","291-2022","709543227","CO1.BDOS.3216873","PRESTACION DE SERVICIOS LUIS FERNANDO RODRIGUEZ GUTIERREZ","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como psicólogo, para realizar actividades establecidas en la dimensión Convivencia Social y Salud Mental, en el anexo técnico de esta vigencia, para dar cumplimiento al Contrato Interadministrativo 20222696","Presentación de oferta","08/31/2022","08/31/2022",,,,,"08/31/2022","$18,147,600","Contratación régimen especial","Regla aplicable","4","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3219254","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8916302","851-2025","709543227","CO1.BDOS.8757977","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la atención primaria en salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","09/15/2025","09/15/2025",,,,,"09/15/2025","$12,600,000","Contratación régimen especial","Regla aplicable","110","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8781216","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8754621","675-2025","709543227","CO1.BDOS.8599204","PRESTACION DE SERVICIOS - VOLCA TOURS","EL CONTRATISTA SE COMPROMETE A PRESTAR SUS SERVICIOS COMO OPERADOR LOGÍSTICO PARA EL DESARROLLO DE JORNADAS DE TRANSFORMACIÓN CULTURAL Y PREVENCIÓN DEL RIESGO PSICOSOCIAL PARA EL 15 DE AGOSTO DE 2025 DIRIGIDA A LOS SERVIDORES Y TRABAJADORES DE LA EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E, EN CUMPLIMIENTO A ACTIVIDADES ESTABLECIDAS EN EL PLAN DE BIENESTAR SOCIAL E INCENTIVOS VIGENCIA 2025","Presentación de oferta","08/19/2025","08/19/2025",,,,,"08/19/2025","$50,000,000","Contratación régimen especial","Regla aplicable","17","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81141601","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8622027","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.10149790","0388-2026","709543227","CO1.BDOS.9982391","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","02/10/2026","02/10/2026",,,,,"02/10/2026","$15,750,000","Contratación régimen especial","Regla aplicable","5","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10006158","709,543,227","Presentación de oferta"
